TargetCandidateName,TargetCandidateOffice,TargetPropositionName,ExpenderPosition,ExpenderName,ExpenderID,Amount,ExpenditureDscr,PayeeName,DateStart,DateEnd,DateRange
"",,"Prop 58 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION",S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,22.49,Food for precinct walking,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,"Prop 58 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION",S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,15.85,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,"Prop 58 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION",S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,5.45,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,"Prop 58 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION",S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,35.02,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,"Prop 58 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION",S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,7.73,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,353.33,Cell phone for phone bank,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,379.4,Paid phone bankers,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,35.02,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,64.35,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,22.5,Food for precinct walking,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,81.3,Food for phone bank,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,397.1,Political data files,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,15.86,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,81.67,Automated phone dialer for phone banking,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,7.73,Food for precinct walk,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Linder, Eric",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,10283.58,Digital Media Buy,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Muratsuchi, Al",State Assembly,,S,Equality California Political Action Committee,1254010,166.25,PHONE CALLS,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Wiener, Scott",State Senate,,S,Equality California Political Action Committee,1254010,10000.0,PHONE CALLS,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Wiener, Scott",State Senate,,S,Equality California Political Action Committee,1254010,1124.3,PHONE CALLS,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Wiener, Scott",State Senate,,S,Equality California Political Action Committee,1254010,12000.0,DATA MODELING,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Furutani, Warren",State Senate,,S,Community Support PAC,1369708,25000.0,Digital Ads (Etimated Costs),,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Friedman, Laura",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,13777.42,SAL,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Friedman, Laura",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,20275.0,POL,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,138.88,Data,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,252.58,Supplies,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,15.11,Food,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,15.35,Food,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,49.87,Food,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,5.43,Supplies,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,23.94,Supplies,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,803.75,Food,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,463.8,Food,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,490.5,Walk Piece,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,49.98,Room,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,19.31,Room,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,396.47,Food,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,17.56,Telephone,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Nguyen, Madison",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,121423.09,SAL,,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Nguyen, Madison",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,16380.0,"PHO, SAL",,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Nguyen, Madison",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,96017.0,"CNS, OFC, PHO, SAL",,2016-11-05T00:00:00Z,2016-11-05T00:00:00Z,2016-11-05
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,22808.01,"Field Program Expenses $1,035,922.06",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Masiel, Andrew",State Assembly,,S,Friends Supporting Andrew Masiel for Assembly 2016,1384020,237.62,Flyers (Estimated Cost),,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Masiel, Andrew",State Assembly,,S,Friends Supporting Andrew Masiel for Assembly 2016,1384020,261.6,Banner (Estimated Cost),,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Wiener, Scott",State Senate,,S,Alice B. Toklas Lesbian and Gay Democratic Club PAC,1038774,102.07,Robocalls,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kim, Jane",State Senate,,S,"San Francisco Tenants and Families for Affordable Housing, sponsored by community and labor organizations",1378915,10071.76,Mailer,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kim, Jane",State Senate,,S,"San Francisco Tenants and Families for Affordable Housing, sponsored by community and labor organizations",1378915,5118.45,Slate Card,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kim, Jane",State Senate,,S,"San Francisco Tenants and Families for Affordable Housing, sponsored by community and labor organizations",1378915,269.84,Staff Time,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kim, Jane",State Senate,,S,"San Francisco Tenants and Families for Affordable Housing, sponsored by community and labor organizations",1378915,269.84,Staff Time,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Brown, Cheryl",State Assembly,,S,State Building and Construction Trades Council of California Independent Expenditure PAC,1377164,2061.97,Robocalls,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,"Californians to Mend, Not End, the Death Penalty. No on Prop 62, Yes on Prop 66.",O,San Diego Police Officers Assn. Political Action Committee,1031522,465.1,Mailer - Prop 62,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,"Californians to Mend, Not End, the Death Penalty. No on Prop 62, Yes on Prop 66.",S,San Diego Police Officers Assn. Political Action Committee,1031522,465.1,Mailer - Prop 66,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Bocanegra, Raul",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,70000.0,RADIO ADVERTISING,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,18830.2,"CNS $87,361.86",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,560.96,"MTG $87,361.86",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,161.88,"Voter Data $87,361.86",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,819.63,"OFC $87,361.86",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,750.0,"Field Expenses $87,361.86",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,7759.45,"SAL $87,361.86",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,161.98,"OFC $87,361.86",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Portantino, Anthony",State Senate,,S,Planned Parenthood Advocacy Project Los Angeles County Action Fund,1071446,20857.35,Phonebank,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,Prop 53 - REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,O,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,071.29",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,071.29",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,"Prop 56 - CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND LAW ENFORCEMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,071.29",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,Prop 57 - CRIMINAL SENTENCES. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,071.29",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,"Prop 58 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION",S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,071.29",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,"59- SB 254 (CHAPTER 20, STATUTES OF 2016), ALLEN. CAMPAIGN FINANCE: VOTER INSTRUCTION",S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,271.29",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,61- STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,271.30",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,62- DEATH PENALTY. INITIATIVE STATUTE.,S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,271.30",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,63- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $23,471.32",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,64- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,S,Courage Campaign Issues Committee,1280745,7.69,"Staff Time $8,071.32",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,65- CARRY-OUT BAGS. CHARGES. INITIATIVE STATUTE.,O,Courage Campaign Issues Committee,1280745,7.7,"Staff Time $8,071.34",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,66- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,O,Courage Campaign Issues Committee,1280745,7.7,"Staff Time $8,071.34",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,67- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,S,Courage Campaign Issues Committee,1280745,7.7,"Staff Time $8,179.04",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,67- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,S,Courage Campaign Issues Committee,1280745,100.0,"Staff Time $8,179.04",,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,Prop 55 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,S,"United Teachers Los Angeles-Political Action Council of Educators(PACE)Issues, a Committee for Propositions 55 and 58",1060144,26.12,Voter outreach-distribution of leaflet/petition,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Nguyen, Madison",State Assembly,,S,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,6500.0,DIGITAL MEDIA PRODUCTION AND BUY,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Wiener, Scott",State Senate,,S,Equality California Political Action Committee,1254010,10000.0,PHONE CALLS,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Wiener, Scott",State Senate,,S,Equality California Political Action Committee,1254010,12000.0,DATA MODELING,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",State Assembly,,S,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,1046932,1940.77,AD65 Leadership POLL,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Quirk-Silva, Sharon",State Assembly,,S,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,1046932,3339.15,AD65 Values POLL,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Medina, Abigail",State Assembly,,S,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,1046932,4510.48,AD40 Endorsement POLL,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Medina, Abigail",State Assembly,,S,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,1046932,4420.36,AD40 Values POLL,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Newman, Josh",State Senate,,S,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,1046932,2243.7,SD29 Issues POLL,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Newman, Josh",State Senate,,S,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,1046932,5890.97,SD29 Veterans POLL,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"",,Prop 67 - Referendum to Overturn Ban on Single-Use Plastic Bags,S,Monterey Bay Aquarium Foundation,1292096,527.57,Staff Time,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,83.3,Food,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,975.55,Walk Piece,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,28.5,Food,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,22.0,Room Rental,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,10.0,Room Rental,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,89.2,Supplies,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
"Nguyen, Madison",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,41135.9,PHO,,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z,2016-11-04
